experimentt,subjectt,phasee,blockk,triall,pairtypee,accuracyy
Experiment 1 No Delay,3118,3,1,1,unique,1
Experiment 1 No Delay,3118,3,1,2,overlapping,1
Experiment 1 No Delay,3118,3,1,3,overlapping,0
Experiment 1 No Delay,3118,3,1,4,unique,1
Experiment 1 No Delay,3118,3,1,5,unique,1
Experiment 1 No Delay,3118,3,1,6,unique,1
Experiment 1 No Delay,3118,3,1,7,overlapping,1
Experiment 1 No Delay,3118,3,1,8,overlapping,1
Experiment 1 No Delay,3118,3,2,1,unique,1
Experiment 1 No Delay,3118,3,2,2,overlapping,1
Experiment 1 No Delay,3118,3,2,3,unique,1
Experiment 1 No Delay,3118,3,2,4,unique,1
Experiment 1 No Delay,3118,3,2,5,unique,1
Experiment 1 No Delay,3118,3,2,6,overlapping,1
Experiment 1 No Delay,3118,3,2,7,overlapping,1
Experiment 1 No Delay,3118,3,2,8,overlapping,1
Experiment 1 No Delay,3118,3,3,1,unique,1
Experiment 1 No Delay,3118,3,3,2,unique,1
Experiment 1 No Delay,3118,3,3,3,overlapping,1
Experiment 1 No Delay,3118,3,3,4,overlapping,1
Experiment 1 No Delay,3118,3,3,5,overlapping,1
Experiment 1 No Delay,3118,3,3,6,unique,1
Experiment 1 No Delay,3118,3,3,7,overlapping,1
Experiment 1 No Delay,3118,3,3,8,unique,1
Experiment 1 No Delay,3118,3,4,1,unique,1
Experiment 1 No Delay,3118,3,4,2,overlapping,1
Experiment 1 No Delay,3118,3,4,3,unique,1
Experiment 1 No Delay,3118,3,4,4,overlapping,1
Experiment 1 No Delay,3118,3,4,5,overlapping,1
Experiment 1 No Delay,3118,3,4,6,unique,1
Experiment 1 No Delay,3118,3,4,7,overlapping,1
Experiment 1 No Delay,3118,3,4,8,unique,1
Experiment 1 No Delay,3118,3,5,1,unique,1
Experiment 1 No Delay,3118,3,5,2,overlapping,1
Experiment 1 No Delay,3118,3,5,3,overlapping,1
Experiment 1 No Delay,3118,3,5,4,overlapping,1
Experiment 1 No Delay,3118,3,5,5,unique,1
Experiment 1 No Delay,3118,3,5,6,unique,1
Experiment 1 No Delay,3118,3,5,7,overlapping,1
Experiment 1 No Delay,3118,3,5,8,unique,1
Experiment 1 No Delay,3127,1,1,1,unique,0
Experiment 1 No Delay,3127,1,1,2,unique,0
Experiment 1 No Delay,3127,1,1,3,overlapping,0
Experiment 1 No Delay,3127,1,1,4,overlapping,0
Experiment 1 No Delay,3127,1,1,5,unique,1
Experiment 1 No Delay,3127,1,1,6,unique,1
Experiment 1 No Delay,3127,1,1,7,overlapping,0
Experiment 1 No Delay,3127,1,1,8,overlapping,0
Experiment 1 No Delay,3127,1,2,1,overlapping,1
Experiment 1 No Delay,3127,1,2,2,overlapping,1
Experiment 1 No Delay,3127,1,2,3,overlapping,1
Experiment 1 No Delay,3127,1,2,4,unique,1
Experiment 1 No Delay,3127,1,2,5,overlapping,1
Experiment 1 No Delay,3127,1,2,6,unique,1
Experiment 1 No Delay,3127,1,2,7,unique,1
Experiment 1 No Delay,3127,1,2,8,unique,1
Experiment 1 No Delay,3127,1,3,1,unique,1
Experiment 1 No Delay,3127,1,3,2,unique,1
Experiment 1 No Delay,3127,1,3,3,overlapping,1
Experiment 1 No Delay,3127,1,3,4,unique,1
Experiment 1 No Delay,3127,1,3,5,unique,1
Experiment 1 No Delay,3127,1,3,6,overlapping,1
Experiment 1 No Delay,3127,1,3,7,overlapping,1
Experiment 1 No Delay,3127,1,3,8,overlapping,1
Experiment 1 No Delay,3127,1,4,1,overlapping,1
Experiment 1 No Delay,3127,1,4,2,overlapping,1
Experiment 1 No Delay,3127,1,4,3,overlapping,1
Experiment 1 No Delay,3127,1,4,4,overlapping,1
Experiment 1 No Delay,3127,1,4,5,unique,1
Experiment 1 No Delay,3127,1,4,6,unique,1
Experiment 1 No Delay,3127,1,4,7,unique,1
Experiment 1 No Delay,3127,1,4,8,unique,1
Experiment 1 No Delay,3127,1,5,1,unique,1
Experiment 1 No Delay,3127,1,5,2,unique,1
Experiment 1 No Delay,3127,1,5,3,overlapping,1
Experiment 1 No Delay,3127,1,5,4,overlapping,1
Experiment 1 No Delay,3127,1,5,5,unique,1
Experiment 1 No Delay,3127,1,5,6,overlapping,1
Experiment 1 No Delay,3127,1,5,7,unique,1
Experiment 1 No Delay,3127,1,5,8,overlapping,1
Experiment 1 No Delay,3127,2,1,1,unique,0
Experiment 1 No Delay,3127,2,1,2,overlapping,0
Experiment 1 No Delay,3127,2,1,3,overlapping,0
Experiment 1 No Delay,3127,2,1,4,unique,0
Experiment 1 No Delay,3127,2,1,5,overlapping,0
Experiment 1 No Delay,3127,2,1,6,overlapping,0
Experiment 1 No Delay,3127,2,1,7,unique,0
Experiment 1 No Delay,3127,2,1,8,unique,1
Experiment 1 No Delay,3127,2,2,1,unique,1
Experiment 1 No Delay,3127,2,2,2,overlapping,1
Experiment 1 No Delay,3127,2,2,3,unique,1
Experiment 1 No Delay,3127,2,2,4,overlapping,0
Experiment 1 No Delay,3127,2,2,5,unique,1
Experiment 1 No Delay,3127,2,2,6,overlapping,1
Experiment 1 No Delay,3127,2,2,7,overlapping,0
Experiment 1 No Delay,3127,2,2,8,unique,1
Experiment 1 No Delay,3127,2,3,1,overlapping,0
Experiment 1 No Delay,3127,2,3,2,unique,1
Experiment 1 No Delay,3127,2,3,3,overlapping,1
Experiment 1 No Delay,3127,2,3,4,unique,1
Experiment 1 No Delay,3127,2,3,5,unique,1
Experiment 1 No Delay,3127,2,3,6,overlapping,1
Experiment 1 No Delay,3127,2,3,7,overlapping,1
Experiment 1 No Delay,3127,2,3,8,unique,1
Experiment 1 No Delay,3127,2,4,1,unique,1
Experiment 1 No Delay,3127,2,4,2,overlapping,1
Experiment 1 No Delay,3127,2,4,3,overlapping,0
Experiment 1 No Delay,3127,2,4,4,overlapping,1
Experiment 1 No Delay,3127,2,4,5,unique,1
Experiment 1 No Delay,3127,2,4,6,overlapping,1
Experiment 1 No Delay,3127,2,4,7,unique,1
Experiment 1 No Delay,3127,2,4,8,unique,1
Experiment 1 No Delay,3127,2,5,1,unique,1
Experiment 1 No Delay,3127,2,5,2,overlapping,1
Experiment 1 No Delay,3127,2,5,3,unique,1
Experiment 1 No Delay,3127,2,5,4,unique,1
Experiment 1 No Delay,3127,2,5,5,overlapping,1
Experiment 1 No Delay,3127,2,5,6,overlapping,1
Experiment 1 No Delay,3127,2,5,7,overlapping,1
Experiment 1 No Delay,3127,2,5,8,unique,1
Experiment 1 No Delay,3127,3,1,1,overlapping,0
Experiment 1 No Delay,3127,3,1,2,overlapping,1
Experiment 1 No Delay,3127,3,1,3,unique,1
Experiment 1 No Delay,3127,3,1,4,unique,1
Experiment 1 No Delay,3127,3,1,5,unique,1
Experiment 1 No Delay,3127,3,1,6,overlapping,1
Experiment 1 No Delay,3127,3,1,7,overlapping,1
Experiment 1 No Delay,3127,3,1,8,unique,1
Experiment 1 No Delay,3127,3,2,1,overlapping,1
Experiment 1 No Delay,3127,3,2,2,unique,1
Experiment 1 No Delay,3127,3,2,3,unique,1
Experiment 1 No Delay,3127,3,2,4,unique,1
Experiment 1 No Delay,3127,3,2,5,unique,1
Experiment 1 No Delay,3127,3,2,6,overlapping,0
Experiment 1 No Delay,3127,3,2,7,overlapping,1
Experiment 1 No Delay,3127,3,2,8,overlapping,1
Experiment 1 No Delay,3127,3,3,1,unique,1
Experiment 1 No Delay,3127,3,3,2,overlapping,1
Experiment 1 No Delay,3127,3,3,3,unique,1
Experiment 1 No Delay,3127,3,3,4,unique,1
Experiment 1 No Delay,3127,3,3,5,overlapping,1
Experiment 1 No Delay,3127,3,3,6,unique,1
Experiment 1 No Delay,3127,3,3,7,overlapping,1
Experiment 1 No Delay,3127,3,3,8,overlapping,1
Experiment 1 No Delay,3127,3,4,1,overlapping,1
Experiment 1 No Delay,3127,3,4,2,overlapping,1
Experiment 1 No Delay,3127,3,4,3,unique,1
Experiment 1 No Delay,3127,3,4,4,unique,1
Experiment 1 No Delay,3127,3,4,5,overlapping,1
Experiment 1 No Delay,3127,3,4,6,unique,1
Experiment 1 No Delay,3127,3,4,7,unique,1
Experiment 1 No Delay,3127,3,4,8,overlapping,1
Experiment 1 No Delay,3127,3,5,1,overlapping,1
Experiment 1 No Delay,3127,3,5,2,unique,1
Experiment 1 No Delay,3127,3,5,3,overlapping,1
Experiment 1 No Delay,3127,3,5,4,overlapping,1
Experiment 1 No Delay,3127,3,5,5,unique,1
Experiment 1 No Delay,3127,3,5,6,overlapping,1
Experiment 1 No Delay,3127,3,5,7,unique,1
Experiment 1 No Delay,3127,3,5,8,unique,1
Experiment 1 No Delay,3129,1,1,1,overlapping,0
Experiment 1 No Delay,3129,1,1,2,unique,0
Experiment 1 No Delay,3129,1,1,3,unique,1
Experiment 1 No Delay,3129,1,1,4,unique,0
Experiment 1 No Delay,3129,1,1,5,unique,1
Experiment 1 No Delay,3129,1,1,6,overlapping,0
Experiment 1 No Delay,3129,1,1,7,overlapping,1
Experiment 1 No Delay,3129,1,1,8,overlapping,0
Experiment 1 No Delay,3129,1,2,1,overlapping,1
Experiment 1 No Delay,3129,1,2,2,overlapping,1
Experiment 1 No Delay,3129,1,2,3,unique,0
Experiment 1 No Delay,3129,1,2,4,overlapping,1
Experiment 1 No Delay,3129,1,2,5,unique,1
Experiment 1 No Delay,3129,1,2,6,unique,1
Experiment 1 No Delay,3129,1,2,7,overlapping,1
Experiment 1 No Delay,3129,1,2,8,unique,1
Experiment 1 No Delay,3129,1,3,1,unique,1
Experiment 1 No Delay,3129,1,3,2,overlapping,1
Experiment 1 No Delay,3129,1,3,3,unique,1
Experiment 1 No Delay,3129,1,3,4,unique,0
Experiment 1 No Delay,3129,1,3,5,unique,1
Experiment 1 No Delay,3129,1,3,6,overlapping,1
Experiment 1 No Delay,3129,1,3,7,overlapping,1
Experiment 1 No Delay,3129,1,3,8,overlapping,1
Experiment 1 No Delay,3129,1,4,1,overlapping,1
Experiment 1 No Delay,3129,1,4,2,overlapping,1
Experiment 1 No Delay,3129,1,4,3,unique,1
Experiment 1 No Delay,3129,1,4,4,unique,1
Experiment 1 No Delay,3129,1,4,5,unique,1
Experiment 1 No Delay,3129,1,4,6,overlapping,1
Experiment 1 No Delay,3129,1,4,7,unique,1
Experiment 1 No Delay,3129,1,4,8,overlapping,0
Experiment 1 No Delay,3129,1,5,1,unique,0
Experiment 1 No Delay,3129,1,5,2,overlapping,1
Experiment 1 No Delay,3129,1,5,3,overlapping,1
Experiment 1 No Delay,3129,1,5,4,unique,1
Experiment 1 No Delay,3129,1,5,5,overlapping,1
Experiment 1 No Delay,3129,1,5,6,overlapping,1
Experiment 1 No Delay,3129,1,5,7,unique,1
Experiment 1 No Delay,3129,1,5,8,unique,0
Experiment 1 No Delay,3129,2,1,1,overlapping,0
Experiment 1 No Delay,3129,2,1,2,unique,1
Experiment 1 No Delay,3129,2,1,3,overlapping,0
Experiment 1 No Delay,3129,2,1,4,unique,1
Experiment 1 No Delay,3129,2,1,5,unique,0
Experiment 1 No Delay,3129,2,1,6,overlapping,1
Experiment 1 No Delay,3129,2,1,7,overlapping,1
Experiment 1 No Delay,3129,2,1,8,unique,1
Experiment 1 No Delay,3129,2,2,1,unique,1
Experiment 1 No Delay,3129,2,2,2,unique,1
Experiment 1 No Delay,3129,2,2,3,overlapping,1
Experiment 1 No Delay,3129,2,2,4,overlapping,1
Experiment 1 No Delay,3129,2,2,5,overlapping,1
Experiment 1 No Delay,3129,2,2,6,overlapping,0
Experiment 1 No Delay,3129,2,2,7,unique,1
Experiment 1 No Delay,3129,2,2,8,unique,1
Experiment 1 No Delay,3129,2,3,1,overlapping,1
Experiment 1 No Delay,3129,2,3,2,overlapping,1
Experiment 1 No Delay,3129,2,3,3,unique,1
Experiment 1 No Delay,3129,2,3,4,unique,0
Experiment 1 No Delay,3129,2,3,5,unique,1
Experiment 1 No Delay,3129,2,3,6,overlapping,1
Experiment 1 No Delay,3129,2,3,7,unique,1
Experiment 1 No Delay,3129,2,3,8,overlapping,1
Experiment 1 No Delay,3129,2,4,1,overlapping,0
Experiment 1 No Delay,3129,2,4,2,unique,1
Experiment 1 No Delay,3129,2,4,3,unique,1
Experiment 1 No Delay,3129,2,4,4,unique,1
Experiment 1 No Delay,3129,2,4,5,unique,1
Experiment 1 No Delay,3129,2,4,6,overlapping,1
Experiment 1 No Delay,3129,2,4,7,overlapping,1
Experiment 1 No Delay,3129,2,4,8,overlapping,0
Experiment 1 No Delay,3129,2,5,1,overlapping,1
Experiment 1 No Delay,3129,2,5,2,unique,1
Experiment 1 No Delay,3129,2,5,3,unique,1
Experiment 1 No Delay,3129,2,5,4,overlapping,1
Experiment 1 No Delay,3129,2,5,5,unique,1
Experiment 1 No Delay,3129,2,5,6,unique,1
Experiment 1 No Delay,3129,2,5,7,overlapping,0
Experiment 1 No Delay,3129,2,5,8,overlapping,1
Experiment 1 No Delay,3129,3,1,1,overlapping,0
Experiment 1 No Delay,3129,3,1,2,unique,1
Experiment 1 No Delay,3129,3,1,3,overlapping,1
Experiment 1 No Delay,3129,3,1,4,overlapping,0
Experiment 1 No Delay,3129,3,1,5,unique,1
Experiment 1 No Delay,3129,3,1,6,unique,1
Experiment 1 No Delay,3129,3,1,7,unique,1
Experiment 1 No Delay,3129,3,1,8,overlapping,1
Experiment 1 No Delay,3129,3,2,1,unique,1
Experiment 1 No Delay,3129,3,2,2,overlapping,1
Experiment 1 No Delay,3129,3,2,3,unique,1
Experiment 1 No Delay,3129,3,2,4,overlapping,1
Experiment 1 No Delay,3129,3,2,5,unique,1
Experiment 1 No Delay,3129,3,2,6,unique,1
Experiment 1 No Delay,3129,3,2,7,overlapping,0
Experiment 1 No Delay,3129,3,2,8,overlapping,1
Experiment 1 No Delay,3129,3,3,1,overlapping,1
Experiment 1 No Delay,3129,3,3,2,unique,1
Experiment 1 No Delay,3129,3,3,3,unique,1
Experiment 1 No Delay,3129,3,3,4,unique,1
Experiment 1 No Delay,3129,3,3,5,overlapping,1
Experiment 1 No Delay,3129,3,3,6,overlapping,1
Experiment 1 No Delay,3129,3,3,7,overlapping,1
Experiment 1 No Delay,3129,3,3,8,unique,1
Experiment 1 No Delay,3129,3,4,1,unique,0
Experiment 1 No Delay,3129,3,4,2,unique,1
Experiment 1 No Delay,3129,3,4,3,overlapping,1
Experiment 1 No Delay,3129,3,4,4,unique,1
Experiment 1 No Delay,3129,3,4,5,overlapping,1
Experiment 1 No Delay,3129,3,4,6,unique,1
Experiment 1 No Delay,3129,3,4,7,overlapping,0
Experiment 1 No Delay,3129,3,4,8,overlapping,1
Experiment 1 No Delay,3129,3,5,1,overlapping,1
Experiment 1 No Delay,3129,3,5,2,unique,1
Experiment 1 No Delay,3129,3,5,3,unique,1
Experiment 1 No Delay,3129,3,5,4,overlapping,1
Experiment 1 No Delay,3129,3,5,5,overlapping,1
Experiment 1 No Delay,3129,3,5,6,unique,1
Experiment 1 No Delay,3129,3,5,7,overlapping,1
Experiment 1 No Delay,3129,3,5,8,unique,1
Experiment 1 No Delay,3133,1,1,1,unique,0
Experiment 1 No Delay,3133,1,1,2,overlapping,0
Experiment 1 No Delay,3133,1,1,3,overlapping,0
Experiment 1 No Delay,3133,1,1,4,unique,0
Experiment 1 No Delay,3133,1,1,5,unique,1
Experiment 1 No Delay,3133,1,1,6,unique,1
Experiment 1 No Delay,3133,1,1,7,overlapping,1
Experiment 1 No Delay,3133,1,1,8,overlapping,1
Experiment 1 No Delay,3133,1,2,1,unique,1
Experiment 1 No Delay,3133,1,2,2,overlapping,1
Experiment 1 No Delay,3133,1,2,3,overlapping,1
Experiment 1 No Delay,3133,1,2,4,overlapping,1
Experiment 1 No Delay,3133,1,2,5,unique,1
Experiment 1 No Delay,3133,1,2,6,unique,1
Experiment 1 No Delay,3133,1,2,7,overlapping,1
Experiment 1 No Delay,3133,1,2,8,unique,1
Experiment 1 No Delay,3133,1,3,1,unique,0
Experiment 1 No Delay,3133,1,3,2,unique,1
Experiment 1 No Delay,3133,1,3,3,unique,1
Experiment 1 No Delay,3133,1,3,4,unique,1
Experiment 1 No Delay,3133,1,3,5,overlapping,1
Experiment 1 No Delay,3133,1,3,6,overlapping,1
Experiment 1 No Delay,3133,1,3,7,overlapping,1
Experiment 1 No Delay,3133,1,3,8,overlapping,1
Experiment 1 No Delay,3133,1,4,1,overlapping,1
Experiment 1 No Delay,3133,1,4,2,unique,1
Experiment 1 No Delay,3133,1,4,3,unique,1
Experiment 1 No Delay,3133,1,4,4,overlapping,1
Experiment 1 No Delay,3133,1,4,5,unique,1
Experiment 1 No Delay,3133,1,4,6,overlapping,1
Experiment 1 No Delay,3133,1,4,7,overlapping,1
Experiment 1 No Delay,3133,1,4,8,unique,1
Experiment 1 No Delay,3133,1,5,1,unique,1
Experiment 1 No Delay,3133,1,5,2,overlapping,1
Experiment 1 No Delay,3133,1,5,3,overlapping,1
Experiment 1 No Delay,3133,1,5,4,unique,0
Experiment 1 No Delay,3133,1,5,5,overlapping,1
Experiment 1 No Delay,3133,1,5,6,unique,1
Experiment 1 No Delay,3133,1,5,7,overlapping,1
Experiment 1 No Delay,3133,1,5,8,unique,1
Experiment 1 No Delay,3133,2,1,1,unique,1
Experiment 1 No Delay,3133,2,1,2,unique,1
Experiment 1 No Delay,3133,2,1,3,unique,0
Experiment 1 No Delay,3133,2,1,4,overlapping,0
Experiment 1 No Delay,3133,2,1,5,overlapping,0
Experiment 1 No Delay,3133,2,1,6,overlapping,1
Experiment 1 No Delay,3133,2,1,7,unique,1
Experiment 1 No Delay,3133,2,1,8,overlapping,1
Experiment 1 No Delay,3133,2,2,1,overlapping,1
Experiment 1 No Delay,3133,2,2,2,overlapping,1
Experiment 1 No Delay,3133,2,2,3,overlapping,1
Experiment 1 No Delay,3133,2,2,4,unique,1
Experiment 1 No Delay,3133,2,2,5,unique,1
Experiment 1 No Delay,3133,2,2,6,unique,1
Experiment 1 No Delay,3133,2,2,7,overlapping,1
Experiment 1 No Delay,3133,2,2,8,unique,1
Experiment 1 No Delay,3133,2,3,1,overlapping,1
Experiment 1 No Delay,3133,2,3,2,unique,1
Experiment 1 No Delay,3133,2,3,3,overlapping,1
Experiment 1 No Delay,3133,2,3,4,overlapping,1
Experiment 1 No Delay,3133,2,3,5,unique,1
Experiment 1 No Delay,3133,2,3,6,overlapping,1
Experiment 1 No Delay,3133,2,3,7,unique,1
Experiment 1 No Delay,3133,2,3,8,unique,1
Experiment 1 No Delay,3133,2,4,1,overlapping,0
Experiment 1 No Delay,3133,2,4,2,unique,1
Experiment 1 No Delay,3133,2,4,3,overlapping,1
Experiment 1 No Delay,3133,2,4,4,overlapping,1
Experiment 1 No Delay,3133,2,4,5,unique,1
Experiment 1 No Delay,3133,2,4,6,unique,1
Experiment 1 No Delay,3133,2,4,7,overlapping,1
Experiment 1 No Delay,3133,2,4,8,unique,1
Experiment 1 No Delay,3133,2,5,1,unique,1
Experiment 1 No Delay,3133,2,5,2,unique,1
Experiment 1 No Delay,3133,2,5,3,overlapping,1
Experiment 1 No Delay,3133,2,5,4,unique,1
Experiment 1 No Delay,3133,2,5,5,unique,1
Experiment 1 No Delay,3133,2,5,6,overlapping,0
Experiment 1 No Delay,3133,2,5,7,overlapping,1
Experiment 1 No Delay,3133,2,5,8,overlapping,1
Experiment 1 No Delay,3133,3,1,1,unique,1
Experiment 1 No Delay,3133,3,1,2,overlapping,1
Experiment 1 No Delay,3133,3,1,3,unique,1
Experiment 1 No Delay,3133,3,1,4,overlapping,1
Experiment 1 No Delay,3133,3,1,5,unique,0
Experiment 1 No Delay,3133,3,1,6,overlapping,1
Experiment 1 No Delay,3133,3,1,7,unique,0
Experiment 1 No Delay,3133,3,1,8,overlapping,1
Experiment 1 No Delay,3133,3,2,1,overlapping,1
Experiment 1 No Delay,3133,3,2,2,overlapping,1
Experiment 1 No Delay,3133,3,2,3,unique,1
Experiment 1 No Delay,3133,3,2,4,overlapping,1
Experiment 1 No Delay,3133,3,2,5,overlapping,1
Experiment 1 No Delay,3133,3,2,6,unique,1
Experiment 1 No Delay,3133,3,2,7,unique,1
Experiment 1 No Delay,3133,3,2,8,unique,1
Experiment 1 No Delay,3133,3,3,1,overlapping,1
Experiment 1 No Delay,3133,3,3,2,overlapping,1
Experiment 1 No Delay,3133,3,3,3,unique,1
Experiment 1 No Delay,3133,3,3,4,overlapping,1
Experiment 1 No Delay,3133,3,3,5,unique,1
Experiment 1 No Delay,3133,3,3,6,overlapping,1
Experiment 1 No Delay,3133,3,3,7,unique,0
Experiment 1 No Delay,3133,3,3,8,unique,1
Experiment 1 No Delay,3133,3,4,1,unique,1
Experiment 1 No Delay,3133,3,4,2,unique,1
Experiment 1 No Delay,3133,3,4,3,overlapping,1
Experiment 1 No Delay,3133,3,4,4,overlapping,1
Experiment 1 No Delay,3133,3,4,5,unique,0
Experiment 1 No Delay,3133,3,4,6,overlapping,1
Experiment 1 No Delay,3133,3,4,7,unique,1
Experiment 1 No Delay,3133,3,4,8,overlapping,1
Experiment 1 No Delay,3133,3,5,1,overlapping,1
Experiment 1 No Delay,3133,3,5,2,overlapping,1
Experiment 1 No Delay,3133,3,5,3,unique,1
Experiment 1 No Delay,3133,3,5,4,unique,1
Experiment 1 No Delay,3133,3,5,5,unique,1
Experiment 1 No Delay,3133,3,5,6,unique,1
Experiment 1 No Delay,3133,3,5,7,overlapping,1
Experiment 1 No Delay,3133,3,5,8,overlapping,1
Experiment 1 No Delay,3134,1,1,1,overlapping,1
Experiment 1 No Delay,3134,1,1,2,unique,1
Experiment 1 No Delay,3134,1,1,3,unique,0
Experiment 1 No Delay,3134,1,1,4,overlapping,1
Experiment 1 No Delay,3134,1,1,5,overlapping,0
Experiment 1 No Delay,3134,1,1,6,unique,1
Experiment 1 No Delay,3134,1,1,7,overlapping,1
Experiment 1 No Delay,3134,1,1,8,unique,1
Experiment 1 No Delay,3134,1,2,1,overlapping,0
Experiment 1 No Delay,3134,1,2,2,overlapping,1
Experiment 1 No Delay,3134,1,2,3,overlapping,1
Experiment 1 No Delay,3134,1,2,4,unique,1
Experiment 1 No Delay,3134,1,2,5,unique,1
Experiment 1 No Delay,3134,1,2,6,unique,1
Experiment 1 No Delay,3134,1,2,7,unique,1
Experiment 1 No Delay,3134,1,2,8,overlapping,0
Experiment 1 No Delay,3134,1,3,1,unique,1
Experiment 1 No Delay,3134,1,3,2,unique,1
Experiment 1 No Delay,3134,1,3,3,overlapping,0
Experiment 1 No Delay,3134,1,3,4,overlapping,1
Experiment 1 No Delay,3134,1,3,5,overlapping,1
Experiment 1 No Delay,3134,1,3,6,unique,1
Experiment 1 No Delay,3134,1,3,7,overlapping,1
Experiment 1 No Delay,3134,1,3,8,unique,1
Experiment 1 No Delay,3134,1,4,1,overlapping,1
Experiment 1 No Delay,3134,1,4,2,unique,1
Experiment 1 No Delay,3134,1,4,3,unique,1
Experiment 1 No Delay,3134,1,4,4,unique,1
Experiment 1 No Delay,3134,1,4,5,overlapping,1
Experiment 1 No Delay,3134,1,4,6,overlapping,1
Experiment 1 No Delay,3134,1,4,7,unique,1
Experiment 1 No Delay,3134,1,4,8,overlapping,1
Experiment 1 No Delay,3134,1,5,1,overlapping,0
Experiment 1 No Delay,3134,1,5,2,unique,1
Experiment 1 No Delay,3134,1,5,3,unique,1
Experiment 1 No Delay,3134,1,5,4,overlapping,1
Experiment 1 No Delay,3134,1,5,5,unique,1
Experiment 1 No Delay,3134,1,5,6,unique,1
Experiment 1 No Delay,3134,1,5,7,overlapping,1
Experiment 1 No Delay,3134,1,5,8,overlapping,1
Experiment 1 No Delay,3134,2,1,1,overlapping,0
Experiment 1 No Delay,3134,2,1,2,overlapping,1
Experiment 1 No Delay,3134,2,1,3,unique,1
Experiment 1 No Delay,3134,2,1,4,overlapping,0
Experiment 1 No Delay,3134,2,1,5,unique,1
Experiment 1 No Delay,3134,2,1,6,unique,1
Experiment 1 No Delay,3134,2,1,7,overlapping,0
Experiment 1 No Delay,3134,2,1,8,unique,1
Experiment 1 No Delay,3134,2,2,1,unique,1
Experiment 1 No Delay,3134,2,2,2,overlapping,1
Experiment 1 No Delay,3134,2,2,3,overlapping,1
Experiment 1 No Delay,3134,2,2,4,overlapping,1
Experiment 1 No Delay,3134,2,2,5,overlapping,1
Experiment 1 No Delay,3134,2,2,6,unique,1
Experiment 1 No Delay,3134,2,2,7,unique,1
Experiment 1 No Delay,3134,2,2,8,unique,1
Experiment 1 No Delay,3134,2,3,1,unique,1
Experiment 1 No Delay,3134,2,3,2,overlapping,1
Experiment 1 No Delay,3134,2,3,3,overlapping,1
Experiment 1 No Delay,3134,2,3,4,unique,1
Experiment 1 No Delay,3134,2,3,5,unique,1
Experiment 1 No Delay,3134,2,3,6,overlapping,1
Experiment 1 No Delay,3134,2,3,7,overlapping,1
Experiment 1 No Delay,3134,2,3,8,unique,1
Experiment 1 No Delay,3134,2,4,1,overlapping,1
Experiment 1 No Delay,3134,2,4,2,overlapping,1
Experiment 1 No Delay,3134,2,4,3,overlapping,1
Experiment 1 No Delay,3134,2,4,4,unique,1
Experiment 1 No Delay,3134,2,4,5,unique,1
Experiment 1 No Delay,3134,2,4,6,unique,1
Experiment 1 No Delay,3134,2,4,7,unique,1
Experiment 1 No Delay,3134,2,4,8,overlapping,1
Experiment 1 No Delay,3134,2,5,1,overlapping,1
Experiment 1 No Delay,3134,2,5,2,unique,1
Experiment 1 No Delay,3134,2,5,3,unique,1
Experiment 1 No Delay,3134,2,5,4,unique,1
Experiment 1 No Delay,3134,2,5,5,overlapping,1
Experiment 1 No Delay,3134,2,5,6,overlapping,1
Experiment 1 No Delay,3134,2,5,7,overlapping,1
Experiment 1 No Delay,3134,2,5,8,unique,1
Experiment 1 No Delay,3134,3,1,1,unique,0
Experiment 1 No Delay,3134,3,1,2,unique,1
Experiment 1 No Delay,3134,3,1,3,overlapping,0
Experiment 1 No Delay,3134,3,1,4,overlapping,1
Experiment 1 No Delay,3134,3,1,5,unique,0
Experiment 1 No Delay,3134,3,1,6,overlapping,1
Experiment 1 No Delay,3134,3,1,7,unique,1
Experiment 1 No Delay,3134,3,1,8,overlapping,1
Experiment 1 No Delay,3134,3,2,1,overlapping,1
Experiment 1 No Delay,3134,3,2,2,unique,1
Experiment 1 No Delay,3134,3,2,3,overlapping,1
Experiment 1 No Delay,3134,3,2,4,unique,1
Experiment 1 No Delay,3134,3,2,5,unique,1
Experiment 1 No Delay,3134,3,2,6,unique,1
Experiment 1 No Delay,3134,3,2,7,overlapping,1
Experiment 1 No Delay,3134,3,2,8,overlapping,1
Experiment 1 No Delay,3134,3,3,1,unique,1
Experiment 1 No Delay,3134,3,3,2,overlapping,1
Experiment 1 No Delay,3134,3,3,3,overlapping,1
Experiment 1 No Delay,3134,3,3,4,unique,1
Experiment 1 No Delay,3134,3,3,5,overlapping,1
Experiment 1 No Delay,3134,3,3,6,overlapping,1
Experiment 1 No Delay,3134,3,3,7,unique,1
Experiment 1 No Delay,3134,3,3,8,unique,1
Experiment 1 No Delay,3134,3,4,1,overlapping,1
Experiment 1 No Delay,3134,3,4,2,overlapping,1
Experiment 1 No Delay,3134,3,4,3,overlapping,1
Experiment 1 No Delay,3134,3,4,4,unique,1
Experiment 1 No Delay,3134,3,4,5,unique,1
Experiment 1 No Delay,3134,3,4,6,unique,1
Experiment 1 No Delay,3134,3,4,7,unique,1
Experiment 1 No Delay,3134,3,4,8,overlapping,1
Experiment 1 No Delay,3134,3,5,1,overlapping,1
Experiment 1 No Delay,3134,3,5,2,unique,1
Experiment 1 No Delay,3134,3,5,3,overlapping,1
Experiment 1 No Delay,3134,3,5,4,unique,1
Experiment 1 No Delay,3134,3,5,5,unique,1
